39-26-37-981000-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
39-26-37-981000-001-01 2**CONFIDENTIAL****CONFIDENTIAL**M2 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
69-87-77-121000-001-06 1**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
48-07-72-071001-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
87-35-70-531002-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
87-35-70-531002-001-01 2**CONFIDENTIAL****CONFIDENTIAL**M2 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
90-92-88-291003-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
16-34-22-801005-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 1   0   0   01  3110 1 2   10 1 2   4222 2  22      0   2000000 1   2  8 1 22                       20072112                   2                            1   12 1000031612                2                      211 1 2                 2 2                 1 1            2                                                       1 1 2                 1 1                 2 2              2                                  
16-34-22-801005-001-01 2**CONFIDENTIAL****CONFIDENTIAL**M2 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
16-34-22-801005-001-01 3**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
66-03-93-271006-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
93-03-21-311006-001-04 1**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
54-26-09-511007-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
54-26-09-511007-001-01 2**CONFIDENTIAL****CONFIDENTIAL**M2 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
91-42-46-841009-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
91-42-46-841009-001-01 2**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
49-38-79-421025-001-02 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
49-38-79-421025-001-02 2**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
36-53-30-051038-001-02 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
98-68-74-001041-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
98-68-74-001041-001-01 2**CONFIDENTIAL****CONFIDENTIAL**M2 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
86-53-32-921042-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
86-53-32-921042-001-01 2**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
68-38-43-941043-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
51-52-11-491044-001-01 1**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
68-51-31-951058-001-01 1**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
71-14-80-871059-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
71-14-80-871059-001-01 2**CONFIDENTIAL****CONFIDENTIAL**M2 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
79-06-68-491059-001-03 1**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
79-06-68-491059-001-03 2**CONFIDENTIAL****CONFIDENTIAL**   1 0.1 0.1   31  4310 1     10 1 2   2222 2  12      0   8000000 5   32 8 1 22                       20092212                   2                            2               2                2                      211 1 2 4 5             3 3 3 3             6 6 6 6        1 1 2 4 5            14141414             6 6 6 6       1 1 2 4 5             7 7 7 7             6 6 6 6          2                                  
71-40-42-061059-001-06 1**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
71-40-42-061059-001-06 2**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
27-54-41-371060-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
27-54-41-371060-001-01 2**CONFIDENTIAL****CONFIDENTIAL**M2 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
50-50-37-471061-001-03 1**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
25-09-89-031062-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
25-09-89-031062-001-01 2**CONFIDENTIAL****CONFIDENTIAL**M2 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
21-11-75-861063-001-01 1**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
21-11-75-861063-001-01 2**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
63-59-38-211064-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
51-70-28-891076-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
45-88-08-271077-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
45-88-08-271077-001-01 2**CONFIDENTIAL****CONFIDENTIAL**M2 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
45-88-08-271077-001-01 3**CONFIDENTIAL****CONFIDENTIAL**M3 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
83-42-33-561078-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
83-42-33-561078-001-01 2**CONFIDENTIAL****CONFIDENTIAL**M2 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
83-42-33-561078-001-01 3**CONFIDENTIAL****CONFIDENTIAL**M3 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
83-42-33-561078-001-01 4**CONFIDENTIAL****CONFIDENTIAL**M4 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
51-38-42-661079-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
51-38-42-661079-001-01 2**CONFIDENTIAL****CONFIDENTIAL**M2 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
70-13-86-621080-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
15-64-51-681081-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
40-74-76-771082-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
71-92-06-801083-001-01 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
74-62-00-181097-001-04 1**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
08-25-45-411134-001-01 1**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
31-67-12-821152-001-01 1**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
31-48-95-021155-001-01 1**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
39-24-29-811159-001-01 1**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
33-16-62-691172-001-03 1**CONFIDENTIAL****CONFIDENTIAL**M1 2                                                                                                                                                                                                                                                                                                                                                                                                                                    
63-91-22-931191-001-01 1**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
09-26-67-921193-001-01 1**CONFIDENTIAL****CONFIDENTIAL**   1   1   0   81  1110 1     10 1     4222 2  32     98  15000000 6      7                       241       112                   2                            2               2                2                      221 1 2                1512                 4 5            1 1 2                 8 9                 4 3           1 2                  16                   1                2                                  
02-54-47-041198-001-01 1**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
02-54-47-041198-001-01 2**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
12-73-25-801209-001-01 2**CONFIDENTIAL****CONFIDENTIAL**   2                                                                                                                                                                                                                                                                                                                                                                                                                                    
